,BANK,IFSC,MICR,BRANCH,ADDRESS,CITY1,CITY2,STATE,STD CODE,PHONE,BANK NAME,OFFICE,DISTRICT,CITY,CITY 2,STD CODE2
862,ALLAHABAD BANK,ALLA0210569,700010184,ASHOKNAGAR,"4/A,CENTRAL ROAD, GOLBAZAR, ASHOKENAGAR,DIST. NORTH 24PGS, WEST BENGAL",NORTH 24 PARGANAS,ASHOKNAGAR,WEST BENGAL,7543.0,257224,0,0,0,0,0,0.0
863,ALLAHABAD BANK,ALLA0210570,WAITING,RAJKANIKA,"VILL/PO-RAJKANIKA, KENDRAPARA, ORISSA",KENDRAPARA,RAJKANIKA,ODISHA,6727.0,278624,0,0,0,0,0,0.0
864,ALLAHABAD BANK,ALLA0210571,226010010,HUSSAIN GANJ,"61A, GURU GOVINDA SINGH MARG NEAR -LALKUAN,HUSSAINGANJ LUCKNOW-226019 UTTAR PRADESH",LUCKNOW,LUCKNOW,UTTAR PRADESH,522.0,2636134,0,0,0,0,0,0.0
865,ALLAHABAD BANK,ALLA0210572,302010004,AMBABARI,"13-14, SHOPPING CENTER, AMBABARI COLONY, JAIPUR",JAIPUR,JAIPUR,RAJASTHAN,141.0,2336329,0,0,0,0,0,0.0
866,ALLAHABAD BANK,ALLA0210574,825010501,ICHAK,"VILL & P.O-ICHAK, DIST-CHATRA, JHARKAHAND",CHATRA,ICHAK,JHARKHAND,0.0,0,0,0,0,0,0,0.0
867,ALLAHABAD BANK,ALLA0210575,751010012,KHURDA,"MAIN ROAD ,KHURDA, DIST. - PURI ,ORISSA",KHURDA,KHURDA,ODISHA,6755.0,220560,0,0,0,0,0,0.0
868,ALLAHABAD BANK,ALLA0210576,WAITING,BHARNO,"VILL & PO BHARNO, BLOCK -BHARNO, GUMLA, PIN 835203",GUMLA,BHARNO,JHARKHAND,6524.0,254609,0,0,0,0,0,0.0
869,ALLAHABAD BANK,ALLA0210577,133010053,BIHTA,"VPO BIHTA, DIST. AMBALA, HARYANA 133101",AMBALA,BEHTA,HARYANA,171.0,2823649,0,0,0,0,0,0.0
870,ALLAHABAD BANK,ALLA0210578,802010505,SIMRI,"VILL. & P.O. SIMRI, DIST - BUXAR - 802135",BUXAR,SIMRI,BIHAR,0.0,0,0,0,0,0,0,0.0
871,ALLAHABAD BANK,ALLA0210579,572010002,TUMKUR,"JAYA CHANARRAJENDRA ROAD, P.O. & DIST TUMKAR-572101",TUMKUR,TUMKUR,KARNATAKA,816.0,2278147,0,0,0,0,0,0.0
872,ALLAHABAD BANK,ALLA0210580,226010004,LUCKNOW ALAMBAGH,"551J/122,JOSHI BHAWAN,TALKATORA ROAD,NEAR ALAMBAGH CROSSING,DIST-LUCKNOW,PIN-226005",LUCKNOW,LUCKNOW,UTTAR PRADESH,522.0,2456288,0,0,0,0,0,0.0
873,ALLAHABAD BANK,ALLA0210581,422010002,NASIK,"GROUND FLOOR CHITKO CENTRE,WAKIL WARI, NEW HOTEL-SHOUKIN NASIK,PIN-422002",GREATER MUMBAI,MUMBAI,MAHARASHTRA,22.0,2573836,0,0,0,0,0,0.0
874,ALLAHABAD BANK,ALLA0210582,133010004,SHAHPUR,"G.T.ROAD, VILLAGE & P.O.SHAHPUR, PIN-133004",AMBALA,AMBALA,HARYANA,171.0,2811645,0,0,0,0,0,0.0
875,ALLAHABAD BANK,ALLA0210583,787010002,NORTH LAKHIMPUR,"ALLAHABAD BANK, N T. ROAD , NORTH LAKHIMPUR, DIST - LAKHIMPUR, PIN-787001, EMAIL ID :NTHLKHBR@CAL.ALLAHABADBANK.CO.IN",LAKHIMPUR,NORTH LAKHIMPUR,ASSAM,3752.0,2222884,0,0,0,0,0,0.0
876,ALLAHABAD BANK,ALLA0210584,482010008,MADHOTAL,"27, PRATAP MARKET DAMOH ROAD, JABALPUR - 482002 MADHYA PRADESH",JABALPUR,JABALPUR,MADHYA PRADESH,761.0,2341930,0,0,0,0,0,0.0
877,ALLAHABAD BANK,ALLA0210585,785010202,SIBSAGAR,"MARWARI PATTY, OPPOSITE CENTRAL MARKET, SIBSAGAR, PIN - 785640, ASSAM",SIBSAGAR,SIBSAGAR,ASSAM,3772.0,222304,0,0,0,0,0,0.0
878,ALLAHABAD BANK,ALLA0210586,146010002,HOSHIARPUR,"LABHCHAND JAIN MARKET, JALANDHAR ROAD, DIST. HOSHIARPUR PUNJAB. HOSHIARPUR PUNJAB 146001",HOSIARPUR,HOSHIARPUR,PUNJAB,1882.0,222008,0,0,0,0,0,0.0
879,ALLAHABAD BANK,ALLA0210587,0,PURNEA,"NATIONAL HIGH WAY,31 JAIL CHOWK, PURNIA-854301",PURNEA,PURNEA,BIHAR,6454.0,242205,0,0,0,0,0,0.0
880,ALLAHABAD BANK,ALLA0210588,800010005,PATNA RAJENDRA,ARYA KUMAR ROAD RAJENDRANAGAR PATNA - 800 016 BIHAR.,PATNA,PATNA,BIHAR,612.0,2671737,0,0,0,0,0,0.0
881,ALLAHABAD BANK,ALLA0210589,0,NANDED,"MAHAVIR CHOWK NEAR HANUMAN MANDIR NANDED ,MAHARASHTRA 431601",NANDED,NANDED,MAHARASHTRA,2462.0,242202,0,0,0,0,0,0.0
882,ALLAHABAD BANK,ALLA0210591,110010031,TUGLAKABAD,"TA 93, TUGLAKABAD EXTN., GURU RAVI DAS MARG NEW DELHI-19",NEW DELHI,DELHI,DELHI,11.0,26360408,0,0,0,0,0,0.0
883,ALLAHABAD BANK,ALLA0210592,110010016,OKHLA,"A-2 DDA SHEEL OKHLA INDUSTRAL AREA, PHASE II",NEW DELHI,DELHI,DELHI,11.0,22323019,0,0,0,0,0,0.0
884,ALLAHABAD BANK,ALLA0210594,785010503,DHEKORGORAH,"VILL.&PO.:DHEKORGORAH, DIST.:JORHAT,PIN:785001, ASSAM.",JORHAT,DHEKARGORAH,ASSAM,376.0,2320652,0,0,0,0,0,0.0
885,ALLAHABAD BANK,ALLA0210595,841010703,HUSSAINGANJ,"ALLAHABAD BANK, VILL:- HUSSAINGANJ, DISTT.:- SIWAN, BIHAR, PIN CODE:-841237",SIWAN,HUSSAINGANJ,BIHAR,6154.0,278353,0,0,0,0,0,0.0
886,ALLAHABAD BANK,ALLA0210596,262010766,MITAULI,"VILL AND P.O.-MITAULI, DISTT- LAKHIMPUR KHERI , (U.P.) PIN-262727",LAKHIMPUR KHERI,MITAULI,UTTAR PRADESH,0.0,0,0,0,0,0,0,0.0
887,ALLAHABAD BANK,ALLA0210597,0,BISWAN,P.O. BISWAN DIST. SITAPUR DISTT.-SITAPUR  UTTAR PRADESH 261201,SITAPUR,BISWAN,UTTAR PRADESH,5862.0,233257,0,0,0,0,0,0.0
888,ALLAHABAD BANK,ALLA0210598,700010012,BAGH BAZAR,"2A, NAYAN KRISHNA SAHA LANE KOLKATA - 700 003  WEST BENGAL",KOLKATA,KOLKATA,WEST BENGAL,33.0,25553595,0,0,0,0,0,0.0
889,ALLAHABAD BANK,ALLA0210599,797010501,MEDZIPHEMA,"PO.:MEDZIPHEMA, DIST.:DIMAPUR, PIN:797106, NAGALAND.",DIMAPUR,MEZDIPHEMA,NAGALAND,3862.0,247238,0,0,0,0,0,0.0
890,ALLAHABAD BANK,ALLA0210600,208010014,KANPUR RAIPURWA,86/245 RAIPURWA KANPUR KANPUR UTTAR PRADESH,KANPUR NAGAR,KANPUR,UTTAR PRADESH,512.0,2523009,0,0,0,0,0,0.0
891,ALLAHABAD BANK,ALLA0210601,854010703,BARSOI,VILL & PO-BARSOI VIA-BARSOI GHAT DIST-KATIHAR(BIHAR),KATIHAR,BARSOI,BIHAR,0.0,0,0,0,0,0,0,0.0
892,ALLAHABAD BANK,ALLA0210602,0,SHIMOGA,NEHRU ROAD SHIMOGA  KARNATAKA 579201,SHIMOGA,SHIMOGA,KARNATAKA,8182.0,223186,0,0,0,0,0,0.0
893,ALLAHABAD BANK,ALLA0210603,0,SASARAM,"JAYSWAL KATRA, G. T. ROAD, BIHAR-821115",ROHTAS,SASARAM,BIHAR,6184.0,222099,0,0,0,0,0,0.0
894,ALLAHABAD BANK,ALLA0210604,208010004,KANPUR CHAKERI,"638G,HARJINDER NAGAR,CHAKERI,DIT.KANPUR CITY-208007",KANPUR NAGAR,KANPUR,UTTAR PRADESH,512.0,2401578,0,0,0,0,0,0.0
895,ALLAHABAD BANK,ALLA0210605,221010013,LOHTA,VILL. & P.O. LOHTA DIST. VARANASI UTTAR PRADESH VARANASI UTTAR PRADESH 0,VARANASI,LOHTA,UTTAR PRADESH,542.0,255461,0,0,0,0,0,0.0
896,ALLAHABAD BANK,ALLA0210606,712010021,BALIGHAI,"VILL & PO: BALIGHAI, PURBA MIDNAPORE, WEST BENGAL721422",MEDINIPUR,MEDINIPUR,WEST BENGAL,3220.0,231060,0,0,0,0,0,0.0
897,ALLAHABAD BANK,ALLA0210607,271010056,MAHRAJGANJ,"VILLAGE- MAHRAJGANJ, PO- JOTCHANDAPARA, DISTRICT- BAHRAICH, 271824 UTTAR PRADESH",BAHRAICH,MAHARAJGANJ,UTTAR PRADESH,5232.0,272610,0,0,0,0,0,0.0
898,ALLAHABAD BANK,ALLA0210608,262010775,SINGAHI,"MAIN ROAD, SINGAHI,DISTT-LAKHIMPUR KHERI,PIN-262905",LAKHIMPUR KHERI,SINGHAI,UTTAR PRADESH,5872.0,272007,0,0,0,0,0,0.0
899,ALLAHABAD BANK,ALLA0210609,795010002,IMPHAL,"PAONA BAZAR,DIST. - IMPHAL 795001 ,MANIPUR",IMPHAL,IMPHAL,MANIPUR,0.0,0,0,0,0,0,0,0.0
900,ALLAHABAD BANK,ALLA0210610,271010166,KATRA BAZAR,"VILL. & P.O. KATRA BAZAR ,DIST. GONDA, UTTAR PRADESH -271503",GONDA,KATRA BAZAR,UTTAR PRADESH,5262.0,262466,0,0,0,0,0,0.0
901,ALLAHABAD BANK,ALLA0210611,0,ALLAHABAD ALOPIBAGH,"46,ALOPIBAGH,ALLAHABAD",ALLAHABAD,ALLAHABAD,UTTAR PRADESH,532.0,2500674,0,0,0,0,0,0.0
902,ALLAHABAD BANK,ALLA0210612,700010028,KOLKATA HATIBAGAN,"1A & 1B, A. GUHA ROAD, KOLKATA - 700006, WEST BENGAL",KOLKATA,KOLKATA,WEST BENGAL,33.0,9874445916,0,0,0,0,0,0.0
903,ALLAHABAD BANK,ALLA0210613,700010043,KOLKATA ULTADANGA,"162/1,C.I.T ROAD, KOL-54",KOLKATA,KOLKATA,WEST BENGAL,33.0,23558457,0,0,0,0,0,0.0
904,ALLAHABAD BANK,ALLA0210614,700010040,KOLKATA SEALDAH,"124/1, A.J.C.BOSE ROAD, KOL-14",KOLKATA,KOLKATA,WEST BENGAL,33.0,22270009,0,0,0,0,0,0.0
905,ALLAHABAD BANK,ALLA0210615,110010015,"NEHRU PLACE,NEW DELHI","RAJLOK, 24 NEHRU PLACE, NEW DELHI",NEW DELHI,DELHI,DELHI,11.0,26417225,0,0,0,0,0,0.0
906,ALLAHABAD BANK,ALLA0210616,700010035,HOWRAH M. K. ROAD,"23,M.K.ROAD, HOWRAH",KOLKATA,KOLKATA,WEST BENGAL,33.0,26665772,0,0,0,0,0,0.0
907,ALLAHABAD BANK,ALLA0210617,462010011,TT NAGAR BHOPAL,52 NEW MARKET BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH,755.0,2554002,0,0,0,0,0,0.0
908,ALLAHABAD BANK,ALLA0210618,673010002,CALICUT,SATHEESH BUILDING (IST FLOOR) KALLAI ROAD CALICUT KERALA CALICUT KERALA 673002,KOZHIKODE,CALICUT,KERALA,495.0,2305767,0,0,0,0,0,0.0
909,ALLAHABAD BANK,ALLA0210619,110010005,"BARODA HOUSE,NEW DELHI","NORTHERN RAILWAY HEADQUARTERS, BARODA HOUSE, NEW DELHI -110001",NEW DELHI,DELHI,DELHI,11.0,23386843,0,0,0,0,0,0.0
910,ALLAHABAD BANK,ALLA0210620,110010011,KISHANGANJ DELHI,"A-5-6, LOCAL SHOPPING CENTRE, PADAM NAGAR, KISHAN GANJ, DELHI-110007",DELHI,DELHI,DELHI,11.0,23616393,0,0,0,0,0,0.0
911,ALLAHABAD BANK,ALLA0210621,190010002,SRINAGAR,"ALLAHABAD BANK,ABOVE ROYAL SWEETS, LAL CHOWK, SRINAGAR, JAMMU AND KASHMIR,MPIN:190001",LUDHIANA,LUDHIANA,PUNJAB,161.0,2455319,0,0,0,0,0,0.0
912,ALLAHABAD BANK,ALLA0210622,110010049,RAJOKRI,"SURAT SINGH BUILDING, VILL. & P.O. RAJOKHRI",NEW DELHI,DELHI,DELHI,11.0,25063042,0,0,0,0,0,0.0
913,ALLAHABAD BANK,ALLA0210623,231010016,RAJGARH,"VILL-DADRA, RAJGARH, DIST-MIRZAPUR(U.P).",MIRZAPUR,RAJGARH,UTTAR PRADESH,5440.0,287628,0,0,0,0,0,0.0
914,ALLAHABAD BANK,ALLA0210624,400010004,BHANDUP,"SOHAL ENGINEERING WORKS COMPOUND, 1ST FLOOR, L.B. SHASTRI MARG, BHANDUP (W)  MUMBAI MAHARASHTRA 400078",GREATER MUMBAI,MUMBAI,MAHARASHTRA,22.0,25940953,0,0,0,0,0,0.0
915,ALLAHABAD BANK,ALLA0210627,0,BORHAL,"P.O.SATGARH, PIN-712404",HUGLI,BORHAL,WEST BENGAL,2717.0,259752,0,0,0,0,0,0.0
916,ALLAHABAD BANK,ALLA0210628,0,GOURHATI,"P.O.GOURHATI, PIN-712613",SOUTH 24 PARGANAS,GOURHAT,WEST BENGAL,3174.0,261254,0,0,0,0,0,0.0
917,ALLAHABAD BANK,ALLA0210631,700010022,DUNLOP BRIDGE,"149 B T ROAD, BARANAGAR, DUNLOP BRIDGE, KOLKATA 700108",KOLKATA,KOLKATA,WEST BENGAL,33.0,25770381,0,0,0,0,0,0.0
918,ALLAHABAD BANK,ALLA0210632,212010502,BAHUA,"VILL.& P.O BAHUA FATEHPUR, UTTAR PRADESH",FATEHPUR,BAHAU,UTTAR PRADESH,5180.0,233312,0,0,0,0,0,0.0
919,ALLAHABAD BANK,ALLA0210633,700010023,KOLKATA ELGIN ROAD,"10/4B,ELGIN RD. KOL-020",KOLKATA,KOLKATA,WEST BENGAL,33.0,22876623,0,0,0,0,0,0.0
920,ALLAHABAD BANK,ALLA0210634,231010012,AHRAURA,"KHARANJA,P.O. AHRAURA, DISTT-MIRZAPUR (U.P.)",MIRZAPUR,AHRAURA,UTTAR PRADESH,5442.0,224021,0,0,0,0,0,0.0
921,ALLAHABAD BANK,ALLA0210635,232010501,KAMALPUR,VILL. & P.O. KAMALPUR DIST.CHANDAULI UP,BULANDSHAHR,KAMALPUR,UTTAR PRADESH,5732.0,244243,0,0,0,0,0,0.0
922,ALLAHABAD BANK,ALLA0210636,803010503,SILAO,"VILL. & P.O. SILAO, DIST- NALANDA -803117",NALANDA,SILAO,BIHAR,6112.0,256656,0,0,0,0,0,0.0
923,ALLAHABAD BANK,ALLA0210637,133010052,BINJALPUR,"VILLAGE & PO:BINJALPUR, DIST:AMBALA, HARYANA",AMBALA,AMBALA,HARYANA,171.0,262941,0,0,0,0,0,0.0
924,ALLAHABAD BANK,ALLA0210638,110010082,MANDAURA,"ALLAHABAD BANK, VILLAGE & PO , MANDAURA, DISTT SONEPAT , HARYNA-134109",SONIPAT,MANDAURA,HARYANA,130.0,2573053,0,0,0,0,0,0.0
925,ALLAHABAD BANK,ALLA0210639,144010976,RATTEWAL,"VPO RATTEWAL, TEHSIL BALACHOR, DISTRICT NAWANSHAHR (PUNJAB), PIN 144545",LUDHIANA,LUDHIANA,PUNJAB,161.0,240621,0,0,0,0,0,0.0
926,ALLAHABAD BANK,ALLA0210640,0,SAGARPURA,"KAHNUWAN ROAD, BATALA - 143505",GURDASPUR,BATALA,PUNJAB,1874.0,241457,0,0,0,0,0,0.0
927,ALLAHABAD BANK,ALLA0210641,285010153,DAKORE,"PO AND VILL. - DAKORE, DISTT.-JALAUN (U.P.)",JALAUN,DAKORE,UTTAR PRADESH,5168.0,232238,0,0,0,0,0,0.0
928,ALLAHABAD BANK,ALLA0210642,271010255,GAINSARI,VILL. & P.O. GAINSARI GONDA GONDA GONDA UTTAR PRADESH,GONDA,GONDA,UTTAR PRADESH,5262.0,222118,0,0,0,0,0,0.0
929,ALLAHABAD BANK,ALLA0210643,231010015,PANDERI,"VILL & P.O. PANDERI, MIRZAPUR,U.P.",MIRZAPUR,PANDERI,UTTAR PRADESH,5440.0,286224,0,0,0,0,0,0.0
930,ALLAHABAD BANK,ALLA0210644,281010004,RAMAN RETTI,"OPP. ISKON TEMPLE, VRINDAVAN, DIST. MATHURA, PIN: 281121",MATHURA,VRINDABAN,UTTAR PRADESH,0.0,0,0,0,0,0,0,0.0
931,ALLAHABAD BANK,ALLA0210645,700010531,GANRAPOTA,"VILL.&P.O.-GANRAPOTA  ,DIST. NORTH 24PGS, WEST BENGAL",NORTH 24 PARGANAS,GANRAPOTA,WEST BENGAL,2542.0,262226,0,0,0,0,0,0.0
932,ALLAHABAD BANK,ALLA0210646,815010506,GAWAN,P.O.GAWAN DIST:GIRIDIH,GIRIDIH,GAWAN,JHARKHAND,0.0,0,0,0,0,0,0,0.0
933,ALLAHABAD BANK,ALLA0210647,0,GUMGAON,"VILL GUMGAON, NAGPUR, MAHARASHTRA",NAGPUR,GUMGAON,MAHARASHTRA,712.0,257433,0,0,0,0,0,0.0
934,ALLAHABAD BANK,ALLA0210648,110010035,MANGOLPUR KALAN,"399, BHIM BHAWAN, MARBLE MARKET, MANGOLPUR, NEW DELHI",NEW DELHI,DELHI,DELHI,11.0,27922597,0,0,0,0,0,0.0
935,ALLAHABAD BANK,ALLA0210649,210010358,MATAUNDH,VILL. & PO. MATAUNDH 210001,BANDA,MATAUNDH,UTTAR PRADESH,5191.0,231428,0,0,0,0,0,0.0
936,ALLAHABAD BANK,ALLA0210650,0,BAREILLY NAGARI,"OPP POLICE CHOWKI, NAINITAL RD, PO.IZZAT NAGAR NAGARIA PARIKSHIT UTTAR PRADESH BAREILLY  243122",BAREILLY,BAREILLY,UTTAR PRADESH,581.0,2515118,0,0,0,0,0,0.0
937,ALLAHABAD BANK,ALLA0210651,485010019,NAGOD,"ALLAHABAD BANK,NAGOD DISTT SATNA",SATNA,NAGOD,MADHYA PRADESH,7672.0,232227,0,0,0,0,0,0.0
938,ALLAHABAD BANK,ALLA0210652,271010153,RAGARGANJ,VILL. RAGARGANJ (BELSAR) POST. BELSAR POST. BELSAR GONDA UTTAR PRADESH,GONDA,RAGARGANJ,UTTAR PRADESH,5262.0,276324,0,0,0,0,0,0.0
939,ALLAHABAD BANK,ALLA0210653,0,RENUKOOT,"AT+PO RENUKOOT, DIST. SONBHADRA DIST. SONBHADRA UTTAR PRADESH  231217",SUNBHADRA,RENUKOOT,UTTAR PRADESH,2162.0,252138,0,0,0,0,0,0.0
940,ALLAHABAD BANK,ALLA0210654,228010053,TAWAKKALPUR NAGARA,VILL. & P.O. TAWAKKALPUR NAGRA DIST. SULTANPUR,SULTANPUR,TAWAKKALPUR NAGRA,UTTAR PRADESH,5362.0,262229,0,0,0,0,0,0.0
941,ALLAHABAD BANK,ALLA0210655,700010152,VIDYANAGAR ┬á,"VILL. VIDYANAGAR , PO. CHARASHYAMDAS, SOUTH 24 PARAGANAS, WEST BENGAL 743503",SOUTH 24 PARGANAS,VIDYANAGAR,WEST BENGAL,3174.0,24959534,0,0,0,0,0,0.0
942,ALLAHABAD BANK,ALLA0210656,210010352,CHILLA,VILL. & PO. CHILLA  210123,BANDA,CHILLA,UTTAR PRADESH,0.0,0,0,0,0,0,0,0.0
943,ALLAHABAD BANK,ALLA0210657,485010011,CHITRAKOOT,"ALLAHABAD BANK, SANTOSHI AKHADA ,CHITRAKOOT DISTT SATNA",SATNA,CHITRAKOOT,MADHYA PRADESH,7672.0,265355,0,0,0,0,0,0.0
944,ALLAHABAD BANK,ALLA0210658,132010252,CHULKANA,"VPO CHULKANA, TEHS. SAMALAKHA, DIST, PANIPAT, HARYANA 132101",PANIPAT,CHULKANA,HARYANA,180.0,2572472,0,0,0,0,0,0.0
945,ALLAHABAD BANK,ALLA0210659,0,DURGAPUR,"S.L.KUNDOJWAR BUILDING, TADOBA ROAD DURGAPUR-442 404",CHANDRAPUR,DURGAPUR,MAHARASHTRA,7172.0,265416,0,0,0,0,0,0.0
946,ALLAHABAD BANK,ALLA0210660,271010256,HARIYA SAT GHARWA,VILL.HARAIYA SAT GHARWA P.O. GUGAULI P.O. GUGAULI GONDA UTTAR PRADESH,GONDA,GONDA,UTTAR PRADESH,5262.0,222066,0,0,0,0,0,0.0
947,ALLAHABAD BANK,ALLA0210661,713010802,KOTTADIH,"KOTTADIH, AREA - VII P.O. KENDRA",BARDDHAMAN,KOTTADIH,WEST BENGAL,342.0,2677161,0,0,0,0,0,0.0
948,ALLAHABAD BANK,ALLA0210662,142010052,MEHNA,"VPO MEHNA, TEHSIL MOGA, DISTRICT MOGA (PUNJAB), PIN 142001",LUDHIANA,LUDHIANA,PUNJAB,161.0,270026,0,0,0,0,0,0.0
949,ALLAHABAD BANK,ALLA0210663,262010957,MAILANI,"VILL AND P.O. ┬û MAILANI,DISTT- LAKHIMPUR KHERI,PIN-262803",LAKHIMPUR KHERI,MAILANI,UTTAR PRADESH,5872.0,255023,0,0,0,0,0,0.0
950,ALLAHABAD BANK,ALLA0210665,0,MANOOKE,"VPO MANOOKE, TEHSIL NIHAL SINGH WALA, DISTRICT MOGA (PUNJAB) 142045",MOGA,MANKOOKE,PUNJAB,1636.0,248225,0,0,0,0,0,0.0
951,ALLAHABAD BANK,ALLA0210666,242010001,MARAH,"MUMUKSHU ASHRAM,MARHA, DISTT. - SHAHJAHANPUR,UTTAR PRADESH 242226",SHAHJAHANPUR,MARAH,UTTAR PRADESH,1494.0,240108,0,0,0,0,0,0.0
952,ALLAHABAD BANK,ALLA0210667,135010053,RASULPUR,"VPO RASULPUR, DIST. YAMUNA NAGAR, HARYANA 133204",YAMUNANAGAR,RASULPUR,HARYANA,1732.0,264623,0,0,0,0,0,0.0
953,ALLAHABAD BANK,ALLA0210668,210010165,SARILA,VILL. &  PO. SARILA 210432,HAMIRPUR,SARILA,UTTAR PRADESH,5280.0,240021,0,0,0,0,0,0.0
954,ALLAHABAD BANK,ALLA0210669,231010157,VALAD,"VILL & PO-GURMA, DIST-SONBHADRA;U.P.",SONBHADRA,GURMA,UTTAR PRADESH,5446.0,23277314,0,0,0,0,0,0.0
955,ALLAHABAD BANK,ALLA0210670,262010771,PHOOL BEHAR,"VILL AND P.O.-PHOOL BEHAR, DISTT- LAKHIMPUR KHERI , (U.P.) PIN-261506",LAKHIMPUR KHERI,PHOOL BEHAR,UTTAR PRADESH,0.0,0,0,0,0,0,0,0.0
956,ALLAHABAD BANK,ALLA0210671,244010451,PEERUMADARA,"ALLAHABAD BANK, VILLAGE & P.O. - PEERUMADARA, DIST. - NAINITAL, UTTARAKHAND, PIN-282333.",NAINITAL,PEERUMADARA,UTTARAKHAND,5942.0,282127,0,0,0,0,0,0.0
957,ALLAHABAD BANK,ALLA0210672,250010151,KARNAWAL,V&PO- KARNAWAL DISTT. MEERUT PIN-250344,MEERUT,MEERUT,UTTAR PRADESH,121.0,287283,0,0,0,0,0,0.0
958,ALLAHABAD BANK,ALLA0210673,271010351,SIRSIYA,"VILLAGE & PO- SIRSIYA, DISTRICT- SRAWASTI, 271840 UTTAR PRADESH",SHRAVASTI,SIRSIYA,UTTAR PRADESH,5250.0,271229,0,0,0,0,0,0.0
959,ALLAHABAD BANK,ALLA0210674,250010008,TEJGARHI,"SHASTI NAGAR, TEJGARHI MEERUT PIN_250005",MEERUT,MEERUT,UTTAR PRADESH,121.0,2760447,0,0,0,0,0,0.0
960,ALLAHABAD BANK,ALLA0210675,700010026,KOLKATA GOLPARK,"4H, PANCHANANTALA ROAD GOL PARK, KOLKATA  WEST BENGAL 700029",KOLKATA,KOLKATA,WEST BENGAL,33.0,24610970,0,0,0,0,0,0.0
961,ALLAHABAD BANK,ALLA0210676,271010060,BARNAPUR,"VILLAGE & PO- BURNAPUR DISTRICT-BAHRAICH, 271825 (U.P.)",BAHRAICH,BURNAPUR,UTTAR PRADESH,5232.0,252201,0,0,0,0,0,0.0
962,ALLAHABAD BANK,ALLA0210677,0,DAULATABAD,"P.O.  DAULATABAD,VILL- ISMAIL KHAN PET,MANDAL-HATNOORA,DIST- MEDAK,A.P",MEDAK,DAULATABAD,ANDHRA PRADESH,8455.0,288100,0,0,0,0,0,0.0
963,ALLAHABAD BANK,ALLA0210678,0,PALYA,VILL. & P.O. PALYA TALUK - ALUR DIST. HASSAN KARNATAKA573218,HASSAN,PALYA,KARNATAKA,8172.0,210227,0,0,0,0,0,0.0
964,ALLAHABAD BANK,ALLA0210679,411010003,MANJARI,"MAHADEO NAGAR P.O. MANJARI FARM, MANJARI, DIST. PUNE, MAHARASTRA  412307",PUNE,PUNE,MAHARASHTRA,20.0,670763,0,0,0,0,0,0.0
965,ALLAHABAD BANK,ALLA0210680,0,ORAI RATH ROAD,"MANDI SAMITI RATH ROAD, ORAI DIST. JALAUN  ORAI UTTAR PRADESH 285001",JALAUN,ORAI,UTTAR PRADESH,5168.0,252428,0,0,0,0,0,0.0
966,ALLAHABAD BANK,ALLA0210681,0,LALITPUR,"AZAD CHOWK, DIST-LALIT PUR UTTAR PRADESH 284403",LALITPUR,LALITPUR,UTTAR PRADESH,5176.0,274775,0,0,0,0,0,0.0
967,ALLAHABAD BANK,ALLA0210682,140010552,KHANT,"VPO KHANT, TEHSIL KHAMANON, DISTRICT FATEHGARH SAHIB (PUNJAB), PIN 140101",LUDHIANA,LUDHIANA,PUNJAB,161.0,269148,0,0,0,0,0,0.0
968,ALLAHABAD BANK,ALLA0210683,WAITING,MURAGACHHA,"VILL AND P.O. -- MURAGACHHA,DIST.-- NADIA  , WEST BENGAL,  PIN--741154",NADIA,MURGACHHA,WEST BENGAL,3474.0,268224,0,0,0,0,0,0.0
969,ALLAHABAD BANK,ALLA0210684,0,KAMARHATTY,"75/2, FEEDER ROAD, P.O. BELGHARIA DIST. NORTH 24-PARGANAS-700056KOLKATA WEST BENGAL",NORTH 24 PARGANAS,KAMARHATI,WEST BENGAL,2542.0,25440068,0,0,0,0,0,0.0
970,ALLAHABAD BANK,ALLA0210685,0,MORADABAD GANDHI NAGAR,"B-86, GANDHINAGAR MORADABAD - 244 001 UTTAR PRADESH",MORADABAD,MORADABAD,UTTAR PRADESH,591.0,2493102,0,0,0,0,0,0.0
971,ALLAHABAD BANK,ALLA0210686,176010002,DHARAMSALA,ADDA KACHERI DHARMSALA DIST. KANGRADHARAMSALA HIMACHALPRADESH,KANGRA,DHARAMSALA,HIMACHAL PRADESH,1892.0,222019,0,0,0,0,0,0.0
972,ALLAHABAD BANK,ALLA0210688,641010003,SULTANPET,"NATARAJA BUILDINGS, MAIN ROAD,VILL. P.O. SULTANPET TALUQ - PALLADAM,TAMIL NADU 638669",COIMBATORE,SULTANPET,TAMIL NADU,422.0,266231,0,0,0,0,0,0.0
973,ALLAHABAD BANK,ALLA0210689,847010502,LAUKAHI ┬á,VILL-PO-LAUKAHI DIST-MADHUBANI,MADHUBANI,LAUKAHI,BIHAR,6276.0,233277,0,0,0,0,0,0.0
974,ALLAHABAD BANK,ALLA0210690,462010017,PARWALIA SADAK,"VILL. & P.O. PARWALIA SARAK,DIST. BHOPAL,462030,",BHOPAL,PARWALI SARAK,MADHYA PRADESH,755.0,2867304,0,0,0,0,0,0.0
975,ALLAHABAD BANK,ALLA0210691,462010015,MISROUD,"VILL. & P.O. MISROUD DIST. BHOPAL,MADHYA PRADESH,462026,",BHOPAL,MIJROUD,MADHYA PRADESH,755.0,2499233,0,0,0,0,0,0.0
